OrderNo,Order ID,Order Date,Customer ID,Product ID,Quantity
668,DAH-46595-917,2021-09-12,27878-42224-QF,A-D-1,6
669,VEM-79839-466,2022-03-16,32743-78448-KT,R-L-2.5,5
670,OWH-11126-533,2021-12-21,25331-13794-SB,L-M-2.5,2
671,UMT-26130-151,2019-05-21,55864-37682-GQ,L-M-0.2,3
672,JKA-27899-806,2021-10-26,97005-25609-CQ,R-L-1,5
673,ULU-07744-724,2020-03-26,94058-95794-IJ,L-M-0.5,5
674,NOM-56457-507,2020-10-14,40214-03678-GU,E-M-1,6
675,NZN-71683-705,2021-12-13,04921-85445-SL,A-L-2.5,6
676,WMA-34232-850,2021-03-08,53386-94266-LJ,L-D-2.5,4
677,EZL-27919-704,2021-01-21,49480-85909-DG,L-L-0.5,5
678,ZYU-11345-774,2021-01-10,18293-78136-MN,L-M-0.5,5
679,CPW-34587-459,2021-03-26,84641-67384-TD,A-L-2.5,6
680,NQZ-82067-394,2022-03-25,72320-29738-EB,R-L-2.5,1
681,JBW-95055-851,2021-07-22,47355-97488-XS,A-M-1,5
682,AHY-20324-088,2020-09-06,63499-24884-PP,L-L-0.2,2
683,ZSL-66684-103,2019-12-28,39193-51770-FM,E-M-0.2,2
684,WNE-73911-475,2020-04-20,61323-91967-GG,L-D-0.5,6
685,EZB-68383-559,2019-02-21,90123-01967-KS,R-L-1,6
686,OVO-01283-090,2022-03-17,15958-25089-OS,L-L-2.5,2
687,TXH-78646-919,2021-05-14,98430-37820-UV,R-D-0.2,3
688,CYZ-37122-164,2019-01-06,21798-04171-XC,E-M-0.5,2
689,AGQ-06534-750,2019-04-24,52798-46508-HP,A-L-1,5
690,QVL-32245-818,2021-05-30,46478-42970-EM,A-M-0.5,5
691,LTD-96842-834,2022-07-12,00246-15080-LE,L-D-2.5,6
692,SEC-91807-425,2021-01-31,94091-86957-HX,A-M-1,2
693,MHM-44857-599,2019-09-12,26295-44907-DK,L-D-1,1
694,KGC-95046-911,2020-06-30,95351-96177-QV,A-M-2.5,2
695,RZC-75150-413,2020-03-25,92204-96636-BS,E-D-0.5,5
696,EYH-88288-452,2021-04-14,03010-30348-UA,L-L-2.5,5
697,NYQ-24237-772,2019-08-16,13441-34686-SW,L-D-0.5,4
698,WKB-21680-566,2021-12-17,96612-41722-VJ,A-M-0.5,3
699,THE-61147-027,2019-12-31,94091-86957-HX,L-D-1,2
700,PTY-86420-119,2021-04-12,25504-41681-WA,A-D-0.5,4
701,QHL-27188-431,2019-09-28,75443-07820-DZ,L-L-0.5,2
702,MIS-54381-047,2022-06-15,39276-95489-XV,A-D-0.5,5
703,TBB-29780-459,2019-07-15,61437-83623-PZ,A-L-0.5,1
704,QLC-52637-305,2019-02-10,34317-87258-HQ,L-D-2.5,4
705,CWT-27056-328,2022-06-04,18570-80998-ZS,E-D-0.2,6
706,ASS-05878-128,2020-10-10,66580-33745-OQ,E-L-0.5,2
707,EGK-03027-418,2021-06-06,19820-29285-FD,E-M-0.2,3
708,KCY-61732-849,2019-03-16,11349-55147-SN,L-D-1,2
709,BLI-21697-702,2019-12-05,21141-12455-VB,A-M-0.5,2
710,KFJ-46568-890,2019-01-20,71003-85639-HB,E-L-0.5,2
711,SOK-43535-680,2022-04-04,58443-95866-YO,E-M-0.5,3
712,XUE-87260-201,2022-02-08,89646-21249-OH,R-M-0.2,6
713,CZF-40873-691,2019-06-30,64988-20636-XQ,E-M-0.5,2
714,AIA-98989-755,2020-05-09,34704-83143-KS,R-M-0.2,1
715,ITZ-21793-986,2021-06-11,67388-17544-XX,E-D-0.2,4
716,YOK-93322-608,2021-11-04,69411-48470-ID,E-L-1,6
717,LXK-00634-611,2022-02-20,94091-86957-HX,R-L-1,3
718,CQW-37388-302,2019-07-03,97741-98924-KT,A-D-2.5,3
719,SPA-79365-334,2021-06-01,79857-78167-KO,L-D-1,3
720,VPX-08817-517,2020-11-15,46963-10322-ZA,L-L-1,5
721,PBP-87115-410,2021-01-19,93812-74772-MV,E-D-0.5,5
722,SFB-93752-440,2021-10-10,48203-23480-UB,R-M-0.2,3
723,TBU-65158-068,2022-02-28,60357-65386-RD,E-D-1,2
724,TEH-08414-216,2021-10-01,35099-13971-JI,E-M-2.5,2
725,MAY-77231-536,2020-09-02,01304-59807-OB,A-M-0.2,2
726,ATY-28980-884,2020-07-31,50705-17295-NK,A-L-0.2,6
727,SWP-88281-918,2022-01-10,77657-61366-FY,L-L-2.5,4
728,VCE-56531-986,2021-03-09,57192-13428-PL,R-M-0.5,5
729,FVV-75700-005,2020-11-20,24891-77957-LU,E-D-0.5,3
730,CFZ-53492-600,2022-03-14,64896-18468-BT,L-M-0.2,1
731,LDK-71031-121,2019-01-10,84761-40784-SV,L-L-2.5,1
732,EBA-82404-343,2021-01-26,20236-42322-CM,L-D-0.2,4
733,USA-42811-560,2021-04-26,49671-11547-WG,E-L-0.2,2
734,SNL-83703-516,2022-01-04,57976-33535-WK,L-M-2.5,3
735,SUZ-83036-175,2019-08-20,55915-19477-MK,R-D-0.2,5
736,RGM-01187-513,2022-07-15,28121-11641-UA,E-D-0.2,6
737,CZG-01299-952,2019-02-12,09540-70637-EV,L-D-1,2
738,KLD-88731-484,2021-09-08,17775-77072-PP,A-M-1,5
739,BQK-38412-229,2019-12-13,90392-73338-BC,R-L-0.2,3
740,TCX-76953-071,2021-08-25,94091-86957-HX,E-D-0.2,5
741,LIN-88046-551,2022-03-23,10725-45724-CO,R-L-0.5,4
742,PMV-54491-220,2019-04-11,87242-18006-IR,L-M-0.2,2
743,SKA-73676-005,2020-10-29,36572-91896-PP,L-M-1,4
744,TKH-62197-239,2020-07-30,25181-97933-UX,A-D-0.5,3
745,YXF-57218-272,2019-03-15,55374-03175-IA,R-M-0.2,6
746,PKJ-30083-501,2021-12-27,76948-43532-JS,E-D-0.5,2
747,WTT-91832-645,2019-10-03,24344-88599-PP,A-M-1,3
748,TRZ-94735-865,2019-02-05,54462-58311-YF,L-M-0.5,4
749,UDB-09651-780,2020-08-31,90767-92589-LV,E-D-0.5,2
750,EHJ-82097-549,2021-01-13,27517-43747-YD,R-D-0.2,2
751,ZFR-79447-696,2021-03-22,77828-66867-KH,R-M-0.5,1
752,NUU-03893-975,2020-01-17,41054-59693-XE,L-L-0.5,2
753,GVG-59542-307,2019-07-02,26314-66792-VP,E-M-1,2
754,YLY-35287-172,2022-05-23,69410-04668-MA,A-D-0.5,5
755,DCI-96254-548,2022-06-14,94091-86957-HX,A-D-0.2,6
756,KHZ-26264-253,2021-07-20,24972-55878-KX,L-L-0.2,6
757,AAQ-13644-699,2022-06-03,46296-42617-OQ,R-D-1,4
758,LWL-68108-794,2020-05-26,44494-89923-UW,A-D-0.5,3
759,JQT-14347-517,2019-07-26,11621-09964-ID,R-D-1,1
760,BMM-86471-923,2020-10-22,76319-80715-II,L-D-2.5,1
761,IXU-67272-326,2020-12-24,91654-79216-IC,E-L-0.5,5
762,ITE-28312-615,2019-09-06,56450-21890-HK,E-L-1,6
763,ZHQ-30471-635,2019-04-08,40600-58915-WZ,L-M-0.5,5
764,LTP-31133-134,2022-01-26,66527-94478-PB,A-L-0.5,3
765,ZVQ-26122-859,2019-11-28,77154-45038-IH,A-L-2.5,6
766,MIU-01481-194,2019-07-21,08439-55669-AI,R-M-1,6
767,MIU-01481-194,2019-07-21,08439-55669-AI,A-L-0.5,2
768,UEA-72681-629,2021-03-12,24972-55878-KX,A-L-2.5,3
769,CVE-15042-481,2022-01-01,24972-55878-KX,R-L-1,2
770,EJA-79176-833,2020-03-22,91509-62250-GN,R-M-2.5,6
771,AHQ-40440-522,2020-09-18,83833-46106-ZC,A-D-1,1
772,TID-21626-411,2019-01-03,19383-33606-PW,R-L-0.5,3
773,RSR-96390-187,2021-09-29,67052-76184-CB,E-M-1,6
774,BZE-96093-118,2021-10-19,43452-18035-DH,L-M-0.2,2
775,LOU-41819-242,2022-07-14,88060-50676-MV,R-M-1,2
776,FND-99527-640,2021-07-19,89574-96203-EP,E-L-0.5,2
777,ASG-27179-958,2021-12-10,12607-75113-UV,A-M-0.5,3
778,YKX-23510-272,2019-03-17,56991-05510-PR,A-L-2.5,2
779,FSA-98650-921,2020-02-28,01841-48191-NL,L-L-0.5,2
780,ZUR-55774-294,2020-06-03,33269-10023-CO,L-D-1,6
781,FUO-99821-974,2020-02-22,31245-81098-PJ,E-M-1,3
782,YVH-19865-819,2019-11-09,08946-56610-IH,L-L-2.5,4
783,NNF-47422-501,2020-03-07,20260-32948-EB,E-L-0.2,6
784,RJI-71409-490,2021-04-26,31613-41626-KX,L-M-0.5,5
785,UZL-46108-213,2021-11-11,75961-20170-RD,L-L-1,2
786,AOX-44467-109,2021-06-15,72524-06410-KD,A-D-2.5,1
787,TZD-67261-174,2020-02-27,01841-48191-NL,E-D-2.5,1
788,TBU-64277-625,2021-04-19,98918-34330-GY,E-M-1,6
789,TYP-85767-944,2022-07-29,51497-50894-WU,R-M-2.5,2
790,GTT-73214-334,2019-01-20,98636-90072-YE,A-L-1,6
791,WAI-89905-069,2022-02-21,47011-57815-HJ,A-L-0.5,3
792,OJL-96844-459,2020-05-03,61253-98356-VD,L-L-0.2,5
793,VGI-33205-360,2019-03-21,96762-10814-DA,L-M-0.5,6
794,PCA-14081-576,2019-06-13,63112-10870-LC,R-L-0.2,5
795,SCS-67069-962,2020-06-05,21403-49423-PD,A-L-2.5,5
796,BDM-03174-485,2019-03-16,29581-13303-VB,R-L-0.5,4
797,UJV-32333-364,2021-12-03,86110-83695-YS,L-L-0.5,1
798,FLI-11493-954,2022-07-09,80454-42225-FT,A-L-0.5,4
799,IWL-13117-537,2020-04-29,29129-60664-KO,R-D-0.2,3
800,OAM-76916-748,2022-01-27,63025-62939-AN,E-D-1,3
801,UMB-11223-710,2021-02-13,49012-12987-QT,R-D-0.2,6
802,LXR-09892-726,2020-07-13,50924-94200-SQ,R-D-2.5,2
803,QXX-89943-393,2020-03-12,15673-18812-IU,R-D-0.2,4
804,WVS-57822-366,2020-05-04,52151-75971-YY,E-M-2.5,4
805,CLJ-23403-689,2021-04-03,19413-02045-CG,R-L-1,2
806,XNU-83276-288,2022-06-01,98185-92775-KT,R-M-0.5,1
807,YOG-94666-679,2021-02-14,86991-53901-AT,L-D-0.2,2
808,KHG-33953-115,2021-12-13,78226-97287-JI,L-D-0.5,3
809,MHD-95615-696,2020-02-07,27930-59250-JT,R-L-2.5,5
810,HBH-64794-080,2021-02-08,40560-18556-YE,R-D-0.2,3
811,CNJ-56058-223,2020-08-11,40780-22081-LX,L-L-0.5,3
812,KHO-27106-786,2020-10-10,01603-43789-TN,A-M-1,6
813,KHO-27106-786,2020-10-10,01603-43789-TN,L-D-2.5,6
814,YAC-50329-982,2020-12-08,75419-92838-TI,E-M-2.5,1
815,VVL-95291-039,2019-04-18,96516-97464-MF,E-L-0.2,2
816,VUT-20974-364,2021-01-04,90285-56295-PO,R-M-0.5,6
817,SFC-34054-213,2019-03-10,08100-71102-HQ,L-L-0.5,4
818,UDS-04807-593,2019-11-29,84074-28110-OV,L-D-0.5,2
819,FWE-98471-488,2022-07-19,27930-59250-JT,L-L-1,5
820,RAU-17060-674,2020-06-26,12747-63766-EU,L-L-0.2,1
821,AOL-13866-711,2019-02-14,83490-88357-LJ,E-M-1,4
822,NOA-79645-377,2020-11-09,53729-30320-XZ,R-D-0.5,5
823,KMS-49214-806,2019-04-30,50384-52703-LA,E-L-2.5,4
824,ABK-08091-531,2020-10-30,53864-36201-FG,L-L-1,3
825,GPT-67705-953,2019-11-12,70631-33225-MZ,A-M-0.2,5
826,JNA-21450-177,2022-02-11,54798-14109-HC,A-D-1,3
827,MPQ-23421-608,2021-03-28,08023-52962-ET,E-M-0.5,5
828,NLI-63891-565,2021-12-10,41899-00283-VK,E-M-0.2,5
829,HHF-36647-854,2021-11-05,39011-18412-GR,A-D-2.5,6
830,SBN-16537-046,2020-02-29,60255-12579-PZ,A-D-0.2,1
831,XZD-44484-632,2021-08-06,80541-38332-BP,E-M-1,2
832,XZD-44484-632,2021-08-06,80541-38332-BP,A-D-0.2,2
833,IKQ-39946-768,2021-03-19,72778-50968-UQ,R-M-1,6
834,KMB-95211-174,2021-04-16,23941-30203-MO,R-D-2.5,4
835,QWY-99467-368,2020-11-06,96434-50068-DZ,A-D-2.5,1
836,SRG-76791-614,2021-03-15,11729-74102-XB,E-L-0.5,1
837,VSN-94485-621,2021-10-17,88116-12604-TE,A-D-0.2,4
838,UFZ-24348-219,2019-09-07,27930-59250-JT,L-M-2.5,3
839,UKS-93055-397,2022-07-13,13082-41034-PD,A-D-2.5,5
840,AVH-56062-335,2021-11-21,18082-74419-QH,E-M-0.5,5
841,HGE-19842-613,2022-01-13,49401-45041-ZU,R-L-0.5,4
842,WBA-85905-175,2022-07-13,41252-45992-VS,L-M-0.2,1
843,DZI-35365-596,2021-11-02,54798-14109-HC,E-M-0.2,2
844,XIR-88982-743,2021-07-10,00852-54571-WP,E-M-0.2,2
845,VUC-72395-865,2021-10-07,13321-57602-GK,A-D-0.5,6
846,BQJ-44755-910,2020-02-28,75006-89922-VW,E-D-2.5,6
847,JKC-64636-831,2022-07-05,52098-80103-FD,A-M-2.5,2
848,ZKI-78561-066,2021-09-21,60121-12432-VU,A-D-0.2,3
849,IMP-12563-728,2019-01-03,68346-14810-UA,E-L-0.5,6
850,MZL-81126-390,2022-03-08,48464-99723-HK,A-L-0.2,6
851,MZL-81126-390,2022-03-08,48464-99723-HK,A-M-0.2,2
852,TVF-57766-608,2020-03-10,88420-46464-XE,L-D-0.5,1
853,RUX-37995-892,2021-11-27,37762-09530-MP,L-D-2.5,4
854,AVK-76526-953,2021-03-04,47268-50127-XY,A-D-1,2
855,RIU-02231-623,2021-11-16,25544-84179-QC,R-L-0.5,5
856,WFK-99317-827,2019-06-16,32058-76765-ZL,L-D-2.5,3
857,SFD-00372-284,2020-07-19,54798-14109-HC,L-M-0.2,2
858,SXC-62166-515,2020-02-28,69171-65646-UC,R-L-2.5,5
859,YIE-87008-621,2019-06-22,22503-52799-MI,L-M-0.5,4
860,HRM-94548-288,2019-09-08,08934-65581-ZI,A-L-2.5,6
861,UJG-34731-295,2022-05-26,15764-22559-ZT,A-M-2.5,1
862,TWD-70988-853,2019-12-03,87519-68847-ZG,L-D-1,6
863,CIX-22904-641,2019-09-17,78012-56878-UB,R-M-1,1
864,DLV-65840-759,2022-05-31,77192-72145-RG,L-M-1,2
865,RXN-55491-201,2019-10-21,86071-79238-CX,R-L-0.2,6
866,UHK-63283-868,2022-04-24,16809-16936-WF,A-M-0.5,1
867,PJC-31401-893,2021-01-13,11212-69985-ZJ,A-D-0.5,3
868,HHO-79903-185,2022-08-19,53893-01719-CL,A-L-2.5,1
869,YWM-07310-594,2019-03-02,66028-99867-WJ,E-M-0.5,5
870,FHD-94983-982,2020-01-21,62839-56723-CH,R-M-0.5,3
871,WQK-10857-119,2021-09-21,96849-52854-CR,E-D-0.5,1
872,DXA-50313-073,2019-08-30,19755-55847-VW,E-L-1,2
873,ONW-00560-570,2019-02-25,32900-82606-BO,A-M-1,2
874,BRJ-19414-277,2019-09-17,16809-16936-WF,R-M-0.2,4
875,MIQ-16322-908,2019-08-03,20118-28138-QD,A-L-1,2
876,MVO-39328-830,2021-02-26,84057-45461-AH,L-M-0.5,5
877,MVO-39328-830,2021-02-26,84057-45461-AH,A-L-0.5,6
878,NTJ-88319-746,2021-08-03,90882-88130-KQ,L-L-0.5,3
879,LCY-24377-948,2021-05-07,21617-79890-DD,R-L-2.5,1
880,FWD-85967-769,2019-06-14,20256-54689-LO,E-D-0.2,3
881,KTO-53793-109,2019-11-21,17572-27091-AA,R-L-0.2,2
882,OCK-89033-348,2021-03-31,82300-88786-UE,A-L-0.2,6
883,GPZ-36017-366,2019-07-01,65732-22589-OW,A-D-2.5,5
884,BZP-33213-637,2020-05-05,77175-09826-SF,A-M-2.5,3
885,WFH-21507-708,2020-04-20,07237-32539-NB,R-D-0.5,1
886,HST-96923-073,2019-07-18,54722-76431-EX,R-D-2.5,6
887,ENN-79947-323,2021-11-18,67847-82662-TE,L-M-0.5,2
888,BHA-47429-889,2020-06-20,51114-51191-EW,E-L-0.2,3
889,SZY-63017-318,2021-04-06,91809-58808-TV,A-L-0.2,2
890,LCU-93317-340,2019-06-17,84996-26826-DK,R-D-0.2,1
891,UOM-71431-481,2022-03-26,65732-22589-OW,R-D-2.5,1
892,PJH-42618-877,2021-09-30,93676-95250-XJ,A-D-2.5,5
893,XED-90333-402,2019-06-19,28300-14355-GF,E-M-0.2,5
894,IKK-62234-199,2022-03-31,91190-84826-IQ,L-L-0.5,6
895,KAW-95195-329,2020-07-04,34570-99384-AF,R-D-2.5,4
896,QDO-57268-842,2021-11-21,57808-90533-UE,E-M-2.5,5
897,IIZ-24416-212,2021-05-31,76060-30540-LB,R-D-0.5,6
898,AWP-11469-510,2020-04-11,76730-63769-ND,E-D-1,2
899,KXA-27983-918,2020-09-15,96042-27290-EQ,R-L-0.5,5
900,VKQ-39009-292,2021-11-23,57808-90533-UE,L-M-1,5
901,PDB-98743-282,2022-01-23,51940-02669-OR,L-L-1,3
902,SXW-34014-556,2021-01-27,99144-98314-GN,R-L-0.2,1
903,QOJ-38788-727,2019-06-24,16358-63919-CE,E-M-2.5,5
904,TGF-38649-658,2020-03-15,67743-54817-UT,L-M-0.5,2
905,EAI-25194-209,2021-09-24,44601-51441-BH,A-L-2.5,5
906,IJK-34441-720,2019-04-05,97201-58870-WB,A-M-0.5,6
907,ZMC-00336-619,2022-01-27,19849-12926-QF,A-M-0.5,4
908,UPX-54529-618,2021-09-10,40535-56770-UM,L-D-1,3
909,DLX-01059-899,2020-01-06,74940-09646-MU,R-L-1,5
910,MEK-85120-243,2022-03-15,06623-54610-HC,R-L-0.2,3
911,NFI-37188-246,2021-09-08,89490-75361-AF,A-D-2.5,4
912,BXH-62195-013,2021-11-11,94526-79230-GZ,A-M-1,4
913,YLK-78851-470,2019-09-18,58559-08254-UY,R-M-2.5,6
914,DXY-76225-633,2021-07-29,88574-37083-WX,A-M-0.5,1
915,UHP-24614-199,2022-03-20,67953-79896-AC,A-M-1,4
916,HBY-35655-049,2020-05-04,69207-93422-CQ,E-D-2.5,3
917,DCE-22886-861,2021-04-05,56060-17602-RG,E-D-0.2,1
918,QTG-93823-843,2022-01-12,46859-14212-FI,A-M-0.5,1
919,QTG-93823-843,2022-01-12,46859-14212-FI,E-D-0.5,3
920,WFT-16178-396,2020-12-16,33555-01585-RP,R-D-0.2,5
921,ERC-54560-934,2022-05-30,11932-85629-CU,R-D-2.5,6
922,RUK-78200-416,2021-11-09,36192-07175-XC,L-D-0.2,2
923,KHK-13105-388,2022-04-08,46242-54946-ZW,A-M-1,6
924,NJR-03699-189,2019-10-08,95152-82155-VQ,E-D-2.5,1
925,PJV-20427-019,2021-09-12,13404-39127-WQ,A-L-2.5,3
926,UGK-07613-982,2022-07-28,57808-90533-UE,A-M-0.5,3
927,OLA-68289-577,2020-06-30,40226-52317-IO,A-M-0.5,5
928,TNR-84447-052,2019-01-09,34419-18068-AG,E-D-2.5,4
929,FBZ-64200-586,2022-07-12,51738-61457-RS,E-M-2.5,2
930,OBN-66334-505,2020-11-30,86757-52367-ON,E-L-0.2,2
931,NXM-89323-646,2019-03-22,28158-93383-CK,E-D-1,1
932,NHI-23264-055,2022-02-15,44799-09711-XW,A-D-0.5,4
933,EQH-53569-934,2020-10-13,53667-91553-LT,E-M-1,4
934,XKK-06692-189,2021-12-27,86579-92122-OC,R-D-1,3
935,BYP-16005-016,2021-08-01,01474-63436-TP,R-M-2.5,5
936,LWS-13938-905,2020-11-18,90533-82440-EE,A-M-2.5,6
937,OLH-95722-362,2021-10-24,48553-69225-VX,L-D-0.5,3
938,OLH-95722-362,2021-10-24,48553-69225-VX,R-M-2.5,4
939,KCW-50949-318,2019-12-30,52374-27313-IV,E-L-1,5
940,JGZ-16947-591,2021-02-02,14264-41252-SL,L-L-0.2,6
941,LXS-63326-144,2021-05-16,35367-50483-AR,R-L-0.5,2
942,CZG-86544-655,2022-04-23,69443-77665-QW,A-L-0.5,2
943,WFV-88138-247,2021-09-25,63411-51758-QC,R-L-1,3
944,RFG-28227-288,2022-06-07,68605-21835-UF,A-L-0.5,6
945,QAK-77286-758,2020-08-11,34786-30419-XY,R-L-0.5,5
946,CZD-56716-840,2019-02-28,15456-29250-RU,L-D-2.5,4
947,UBI-59229-277,2019-09-11,00886-35803-FG,L-D-0.5,3
948,WJJ-37489-898,2021-04-08,31599-82152-AD,A-M-1,1
949,ORX-57454-917,2021-09-06,76209-39601-ZR,E-D-2.5,3
950,GRB-68838-629,2021-09-10,15064-65241-HB,R-L-2.5,4
951,SHT-04865-419,2022-05-22,69215-90789-DL,R-L-0.2,4
952,UQI-28177-865,2020-09-18,04317-46176-TB,R-L-0.2,6
953,OIB-13664-879,2021-08-31,04713-57765-KR,A-M-1,2
954,PJS-30996-485,2022-01-21,86579-92122-OC,A-L-0.2,1
955,HEL-86709-449,2022-06-10,86579-92122-OC,E-D-2.5,1
956,NCH-55389-562,2019-04-27,86579-92122-OC,E-L-2.5,5
957,NCH-55389-562,2019-04-27,86579-92122-OC,R-L-2.5,2
958,NCH-55389-562,2019-04-27,86579-92122-OC,E-L-1,1
959,NCH-55389-562,2019-04-27,86579-92122-OC,A-L-0.2,2
960,GUG-45603-775,2022-02-06,40959-32642-DN,L-L-0.2,5
961,KJB-98240-098,2022-01-30,77746-08153-PM,L-L-1,5
962,JMS-48374-462,2020-11-23,49667-96708-JL,A-D-2.5,2
963,YIT-15877-117,2022-04-13,24155-79322-EQ,R-D-1,1
964,YVK-82679-655,2021-01-07,95342-88311-SF,R-M-0.5,4
965,TYH-81940-054,2020-02-04,69374-08133-RI,E-L-0.2,5
966,HTY-30660-254,2019-09-16,83844-95908-RX,R-M-1,3
967,GPW-43956-761,2019-01-26,09667-09231-YM,E-L-0.5,6
968,DWY-56352-412,2021-02-19,55427-08059-DF,R-D-0.2,1
969,PUH-55647-976,2022-03-22,06624-54037-BQ,R-M-0.2,2
970,DTB-71371-705,2019-07-03,48544-90737-AZ,L-D-1,1
971,ZDC-64769-740,2019-09-21,79463-01597-FQ,E-M-0.5,1
972,TED-81959-419,2019-08-26,27702-50024-XC,A-L-2.5,5
973,FDO-25756-141,2021-08-03,57360-46846-NS,A-L-2.5,3
974,HKN-31467-517,2021-10-24,84045-66771-SL,L-M-1,6
975,POF-29666-012,2019-04-01,46885-00260-TL,R-D-0.5,1
976,IRX-59256-644,2021-12-08,96446-62142-EN,A-D-0.2,3
977,LTN-89139-350,2019-06-27,07756-71018-GU,R-L-2.5,5
978,TXF-79780-017,2020-07-14,92048-47813-QB,R-L-1,5
979,ALM-80762-974,2020-03-23,84045-66771-SL,A-L-0.5,3
980,NXF-15738-707,2020-01-26,28699-16256-XV,R-D-0.5,2
981,MVV-19034-198,2020-05-31,98476-63654-CG,E-D-2.5,6
982,KUX-19632-830,2021-07-20,55409-07759-YG,E-D-0.2,6
983,SNZ-44595-152,2022-08-12,06136-65250-PG,R-L-1,2
984,GQA-37241-629,2020-01-01,08405-33165-BS,A-M-0.2,2
985,WVV-79948-067,2021-01-18,66070-30559-WI,E-M-2.5,1
986,LHX-81117-166,2021-12-31,01282-28364-RZ,R-L-1,4
987,GCD-75444-320,2020-05-04,51277-93873-RP,L-M-2.5,1
988,SGA-30059-217,2021-02-20,84405-83364-DG,A-D-0.5,5
989,GNL-98714-885,2020-03-07,83731-53280-YC,R-M-1,3
990,OQA-93249-841,2019-04-05,03917-13632-KC,A-M-2.5,6
991,DUV-12075-132,2022-06-06,62494-09113-RP,E-D-0.2,5
992,DUV-12075-132,2022-06-06,62494-09113-RP,L-D-0.5,2
993,KPO-24942-184,2021-03-21,70567-65133-CN,L-L-2.5,3
994,SRJ-79353-838,2021-12-19,77869-81373-AY,A-L-1,6
995,XBV-40336-071,2021-02-17,38536-98293-JZ,A-D-0.2,3
996,RLM-96511-467,2020-01-06,43014-53743-XK,R-L-2.5,1
997,AEZ-13242-456,2022-05-04,62494-09113-RP,R-M-0.5,5
998,UME-75640-698,2019-10-11,62494-09113-RP,A-M-0.5,4
999,GJC-66474-557,2021-08-03,64965-78386-MY,A-D-1,1
1000,IRV-20769-219,2020-10-15,77131-58092-GE,E-M-0.2,3
